benchmark,seed,context_id,n,method,true_return,proxy_score,pred_true_gap,ood,flow_residual,selected_action_mean,selected_action_energy
Acrobot-v1,70,2,4,proxy_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,4,feature_calibrated_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,4,flow_residual_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,4,oracle_tail,-85.38324737548828,-31.113250732421875,54.269996643066406,5.610696315765381,0.01766182668507099,0.2977900803089142,1.1487728357315063
Acrobot-v1,70,2,8,first_candidate,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,8,proxy_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,8,feature_calibrated_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,8,flow_residual_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,8,oracle_tail,-85.38324737548828,-31.113250732421875,54.269996643066406,5.610696315765381,0.01766182668507099,0.2977900803089142,1.1487728357315063
Acrobot-v1,70,2,16,first_candidate,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,16,proxy_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,16,feature_calibrated_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,16,flow_residual_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,16,oracle_tail,-77.52941131591797,-39.26611328125,38.26329803466797,5.516513347625732,0.010037072002887726,0.11990060657262802,1.145372748374939
Acrobot-v1,70,2,32,first_candidate,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,32,proxy_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,32,feature_calibrated_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,32,flow_residual_tail,-89.6038818359375,-26.195466995239258,63.408416748046875,6.371634006500244,0.01573745347559452,0.4541284143924713,1.1145926713943481
Acrobot-v1,70,2,32,oracle_tail,-77.52941131591797,-39.26611328125,38.26329803466797,5.516513347625732,0.010037072002887726,0.11990060657262802,1.145372748374939
Acrobot-v1,70,3,1,first_candidate,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,1,proxy_tail,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,1,feature_calibrated_tail,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,1,flow_residual_tail,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,1,oracle_tail,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,2,first_candidate,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,2,proxy_tail,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,2,feature_calibrated_tail,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,2,flow_residual_tail,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,2,oracle_tail,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,4,first_candidate,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,4,proxy_tail,-88.93043518066406,-38.998111724853516,49.93232345581055,4.607314586639404,0.013820392079651356,-0.07300794869661331,1.1337847709655762
Acrobot-v1,70,3,4,feature_calibrated_tail,-88.93043518066406,-38.998111724853516,49.93232345581055,4.607314586639404,0.013820392079651356,-0.07300794869661331,1.1337847709655762
Acrobot-v1,70,3,4,flow_residual_tail,-88.93043518066406,-38.998111724853516,49.93232345581055,4.607314586639404,0.013820392079651356,-0.07300794869661331,1.1337847709655762
Acrobot-v1,70,3,4,oracle_tail,-88.1445541381836,-46.34356689453125,41.800987243652344,6.00761079788208,0.004841726738959551,-0.01392962783575058,1.0679000616073608
Acrobot-v1,70,3,8,first_candidate,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,8,proxy_tail,-82.02894592285156,-38.35594940185547,43.672996520996094,5.135673522949219,0.0061769746243953705,0.14140836894512177,1.1120473146438599
Acrobot-v1,70,3,8,feature_calibrated_tail,-82.02894592285156,-38.35594940185547,43.672996520996094,5.135673522949219,0.0061769746243953705,0.14140836894512177,1.1120473146438599
Acrobot-v1,70,3,8,flow_residual_tail,-82.02894592285156,-38.35594940185547,43.672996520996094,5.135673522949219,0.0061769746243953705,0.14140836894512177,1.1120473146438599
Acrobot-v1,70,3,8,oracle_tail,-82.02894592285156,-38.35594940185547,43.672996520996094,5.135673522949219,0.0061769746243953705,0.14140836894512177,1.1120473146438599
Acrobot-v1,70,3,16,first_candidate,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,16,proxy_tail,-85.63298797607422,-34.83392333984375,50.79906463623047,4.888547897338867,0.0174881462007761,-0.2135179340839386,1.0764946937561035
Acrobot-v1,70,3,16,feature_calibrated_tail,-85.63298797607422,-34.83392333984375,50.79906463623047,4.888547897338867,0.0174881462007761,-0.2135179340839386,1.0764946937561035
Acrobot-v1,70,3,16,flow_residual_tail,-82.02894592285156,-38.35594940185547,43.672996520996094,5.135673522949219,0.0061769746243953705,0.14140836894512177,1.1120473146438599
Acrobot-v1,70,3,16,oracle_tail,-82.02894592285156,-38.35594940185547,43.672996520996094,5.135673522949219,0.0061769746243953705,0.14140836894512177,1.1120473146438599
Acrobot-v1,70,3,32,first_candidate,-88.63304138183594,-39.492183685302734,49.1408576965332,5.595530986785889,0.017684215679764748,-0.061214905232191086,1.1105152368545532
Acrobot-v1,70,3,32,proxy_tail,-87.51675415039062,-23.942346572875977,63.57440948486328,5.114808082580566,0.012286866083741188,-0.4108671545982361,1.093043327331543
Acrobot-v1,70,3,32,feature_calibrated_tail,-87.51675415039062,-23.942346572875977,63.57440948486328,5.114808082580566,0.012286866083741188,-0.4108671545982361,1.093043327331543
Acrobot-v1,70,3,32,flow_residual_tail,-87.51675415039062,-23.942346572875977,63.57440948486328,5.114808082580566,0.012286866083741188,-0.4108671545982361,1.093043327331543
Acrobot-v1,70,3,32,oracle_tail,-82.02894592285156,-38.35594940185547,43.672996520996094,5.135673522949219,0.0061769746243953705,0.14140836894512177,1.1120473146438599
Acrobot-v1,70,4,1,first_candidate,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,1,proxy_tail,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,1,feature_calibrated_tail,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,1,flow_residual_tail,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,1,oracle_tail,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,2,first_candidate,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,2,proxy_tail,-87.79227447509766,-33.80797576904297,53.98429870605469,5.467860698699951,0.020736033096909523,-0.2602960169315338,1.0899815559387207
Acrobot-v1,70,4,2,feature_calibrated_tail,-87.79227447509766,-33.80797576904297,53.98429870605469,5.467860698699951,0.020736033096909523,-0.2602960169315338,1.0899815559387207
Acrobot-v1,70,4,2,flow_residual_tail,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,2,oracle_tail,-87.79227447509766,-33.80797576904297,53.98429870605469,5.467860698699951,0.020736033096909523,-0.2602960169315338,1.0899815559387207
Acrobot-v1,70,4,4,first_candidate,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,4,proxy_tail,-87.79227447509766,-33.80797576904297,53.98429870605469,5.467860698699951,0.020736033096909523,-0.2602960169315338,1.0899815559387207
Acrobot-v1,70,4,4,feature_calibrated_tail,-87.79227447509766,-33.80797576904297,53.98429870605469,5.467860698699951,0.020736033096909523,-0.2602960169315338,1.0899815559387207
Acrobot-v1,70,4,4,flow_residual_tail,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,4,oracle_tail,-87.79227447509766,-33.80797576904297,53.98429870605469,5.467860698699951,0.020736033096909523,-0.2602960169315338,1.0899815559387207
Acrobot-v1,70,4,8,first_candidate,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,8,proxy_tail,-87.79227447509766,-33.80797576904297,53.98429870605469,5.467860698699951,0.020736033096909523,-0.2602960169315338,1.0899815559387207
Acrobot-v1,70,4,8,feature_calibrated_tail,-87.79227447509766,-33.80797576904297,53.98429870605469,5.467860698699951,0.020736033096909523,-0.2602960169315338,1.0899815559387207
Acrobot-v1,70,4,8,flow_residual_tail,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,8,oracle_tail,-84.22534942626953,-43.93117141723633,40.2941780090332,6.331254005432129,0.008919156156480312,-0.08370988816022873,1.106760859489441
Acrobot-v1,70,4,16,first_candidate,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,16,proxy_tail,-84.71867370605469,-27.845157623291016,56.87351608276367,4.885068893432617,0.02584998495876789,-0.2942293584346771,1.2242010831832886
Acrobot-v1,70,4,16,feature_calibrated_tail,-84.71867370605469,-27.845157623291016,56.87351608276367,4.885068893432617,0.02584998495876789,-0.2942293584346771,1.2242010831832886
Acrobot-v1,70,4,16,flow_residual_tail,-84.71867370605469,-27.845157623291016,56.87351608276367,4.885068893432617,0.02584998495876789,-0.2942293584346771,1.2242010831832886
Acrobot-v1,70,4,16,oracle_tail,-84.22534942626953,-43.93117141723633,40.2941780090332,6.331254005432129,0.008919156156480312,-0.08370988816022873,1.106760859489441
Acrobot-v1,70,4,32,first_candidate,-90.95598602294922,-38.438350677490234,52.517635345458984,5.651373386383057,0.00890726875513792,-0.1171674057841301,1.1300729513168335
Acrobot-v1,70,4,32,proxy_tail,-84.71867370605469,-27.845157623291016,56.87351608276367,4.885068893432617,0.02584998495876789,-0.2942293584346771,1.2242010831832886
Acrobot-v1,70,4,32,feature_calibrated_tail,-84.71867370605469,-27.845157623291016,56.87351608276367,4.885068893432617,0.02584998495876789,-0.2942293584346771,1.2242010831832886
Acrobot-v1,70,4,32,flow_residual_tail,-89.61175537109375,-32.50220489501953,57.10955047607422,5.052874565124512,0.007437121123075485,0.23840512335300446,1.1218361854553223
Acrobot-v1,70,4,32,oracle_tail,-80.61888122558594,-33.11708068847656,47.501800537109375,4.054238796234131,0.032079461961984634,0.14048981666564941,1.1417806148529053
Acrobot-v1,70,5,1,first_candidate,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,1,proxy_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,1,feature_calibrated_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,1,flow_residual_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,1,oracle_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,2,first_candidate,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,2,proxy_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,2,feature_calibrated_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,2,flow_residual_tail,-91.2104263305664,-44.05818557739258,47.15224075317383,6.203173637390137,0.008588328957557678,-0.13662970066070557,0.9442166090011597
Acrobot-v1,70,5,2,oracle_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,4,first_candidate,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,4,proxy_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,4,feature_calibrated_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,4,flow_residual_tail,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,4,oracle_tail,-86.64096069335938,-42.833740234375,43.807220458984375,5.296631336212158,0.015844227746129036,0.043409764766693115,1.0706291198730469
Acrobot-v1,70,5,8,first_candidate,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,8,proxy_tail,-84.37589263916016,-30.862342834472656,53.5135498046875,4.364768981933594,0.028315672650933266,-0.1997273862361908,1.1979914903640747
Acrobot-v1,70,5,8,feature_calibrated_tail,-84.37589263916016,-30.862342834472656,53.5135498046875,4.364768981933594,0.028315672650933266,-0.1997273862361908,1.1979914903640747
Acrobot-v1,70,5,8,flow_residual_tail,-84.37589263916016,-30.862342834472656,53.5135498046875,4.364768981933594,0.028315672650933266,-0.1997273862361908,1.1979914903640747
Acrobot-v1,70,5,8,oracle_tail,-84.37589263916016,-30.862342834472656,53.5135498046875,4.364768981933594,0.028315672650933266,-0.1997273862361908,1.1979914903640747
Acrobot-v1,70,5,16,first_candidate,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,16,proxy_tail,-84.37589263916016,-30.862342834472656,53.5135498046875,4.364768981933594,0.028315672650933266,-0.1997273862361908,1.1979914903640747
Acrobot-v1,70,5,16,feature_calibrated_tail,-84.37589263916016,-30.862342834472656,53.5135498046875,4.364768981933594,0.028315672650933266,-0.1997273862361908,1.1979914903640747
Acrobot-v1,70,5,16,flow_residual_tail,-84.37589263916016,-30.862342834472656,53.5135498046875,4.364768981933594,0.028315672650933266,-0.1997273862361908,1.1979914903640747
Acrobot-v1,70,5,16,oracle_tail,-73.55210876464844,-44.2221565246582,29.329952239990234,6.303586483001709,0.012031784281134605,0.024903688579797745,1.1630802154541016
Acrobot-v1,70,5,32,first_candidate,-89.1781997680664,-39.78655242919922,49.39164733886719,5.777383327484131,0.010780553333461285,-0.141368106007576,1.103126883506775
Acrobot-v1,70,5,32,proxy_tail,-88.39083099365234,-26.80095672607422,61.589874267578125,5.209939002990723,0.011897888034582138,0.34911173582077026,1.1855417490005493
Acrobot-v1,70,5,32,feature_calibrated_tail,-88.39083099365234,-26.80095672607422,61.589874267578125,5.209939002990723,0.011897888034582138,0.34911173582077026,1.1855417490005493
Acrobot-v1,70,5,32,flow_residual_tail,-88.39083099365234,-26.80095672607422,61.589874267578125,5.209939002990723,0.011897888034582138,0.34911173582077026,1.1855417490005493
Acrobot-v1,70,5,32,oracle_tail,-73.55210876464844,-44.2221565246582,29.329952239990234,6.303586483001709,0.012031784281134605,0.024903688579797745,1.1630802154541016
CartPole-v1,71,0,1,first_candidate,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,1,proxy_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,1,feature_calibrated_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,1,flow_residual_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,1,oracle_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,2,first_candidate,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,2,proxy_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,2,feature_calibrated_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,2,flow_residual_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,2,oracle_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,4,first_candidate,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,4,proxy_tail,20.29523468017578,62.27048110961914,41.97524642944336,7.630887985229492,0.037713248282670975,0.3142562508583069,1.1814770698547363
CartPole-v1,71,0,4,feature_calibrated_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,4,flow_residual_tail,20.29523468017578,62.27048110961914,41.97524642944336,7.630887985229492,0.037713248282670975,0.3142562508583069,1.1814770698547363
CartPole-v1,71,0,4,oracle_tail,20.29523468017578,62.27048110961914,41.97524642944336,7.630887985229492,0.037713248282670975,0.3142562508583069,1.1814770698547363
CartPole-v1,71,0,8,first_candidate,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,8,proxy_tail,22.825878143310547,62.93195343017578,40.106075286865234,8.172281265258789,0.013862241990864277,-0.38406723737716675,1.152491807937622
CartPole-v1,71,0,8,feature_calibrated_tail,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,8,flow_residual_tail,22.825878143310547,62.93195343017578,40.106075286865234,8.172281265258789,0.013862241990864277,-0.38406723737716675,1.152491807937622
CartPole-v1,71,0,8,oracle_tail,22.825878143310547,62.93195343017578,40.106075286865234,8.172281265258789,0.013862241990864277,-0.38406723737716675,1.152491807937622
CartPole-v1,71,0,16,first_candidate,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,16,proxy_tail,22.825878143310547,62.93195343017578,40.106075286865234,8.172281265258789,0.013862241990864277,-0.38406723737716675,1.152491807937622
CartPole-v1,71,0,16,feature_calibrated_tail,42.7228889465332,42.01002883911133,-0.712860107421875,3.2176384925842285,0.0071874926798045635,0.07791797816753387,1.0153335332870483
CartPole-v1,71,0,16,flow_residual_tail,22.825878143310547,62.93195343017578,40.106075286865234,8.172281265258789,0.013862241990864277,-0.38406723737716675,1.152491807937622
CartPole-v1,71,0,16,oracle_tail,42.7228889465332,42.01002883911133,-0.712860107421875,3.2176384925842285,0.0071874926798045635,0.07791797816753387,1.0153335332870483
CartPole-v1,71,0,32,first_candidate,16.89821434020996,46.917564392089844,30.019350051879883,4.2373762130737305,0.018365999683737755,0.18077459931373596,1.0024383068084717
CartPole-v1,71,0,32,proxy_tail,22.825878143310547,62.93195343017578,40.106075286865234,8.172281265258789,0.013862241990864277,-0.38406723737716675,1.152491807937622
CartPole-v1,71,0,32,feature_calibrated_tail,15.102096557617188,51.569664001464844,36.467567443847656,4.126758098602295,0.02318241260945797,0.19291134178638458,1.023091197013855
CartPole-v1,71,0,32,flow_residual_tail,22.825878143310547,62.93195343017578,40.106075286865234,8.172281265258789,0.013862241990864277,-0.38406723737716675,1.152491807937622
CartPole-v1,71,0,32,oracle_tail,46.42892074584961,54.81985092163086,8.39093017578125,13.164594650268555,0.029748281463980675,0.21370379626750946,1.0902814865112305
CartPole-v1,71,1,1,first_candidate,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,1,proxy_tail,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,1,feature_calibrated_tail,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,1,flow_residual_tail,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,1,oracle_tail,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,2,first_candidate,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,2,proxy_tail,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,2,feature_calibrated_tail,21.945470809936523,46.93809127807617,24.99262046813965,3.8956797122955322,0.016681110486388206,-0.1231028288602829,1.0536110401153564
CartPole-v1,71,1,2,flow_residual_tail,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,2,oracle_tail,21.945470809936523,46.93809127807617,24.99262046813965,3.8956797122955322,0.016681110486388206,-0.1231028288602829,1.0536110401153564
CartPole-v1,71,1,4,first_candidate,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,4,proxy_tail,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,4,feature_calibrated_tail,16.000539779663086,44.82231903076172,28.821779251098633,2.7117221355438232,0.007888555526733398,0.09265900403261185,1.0926735401153564
CartPole-v1,71,1,4,flow_residual_tail,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,4,oracle_tail,21.945470809936523,46.93809127807617,24.99262046813965,3.8956797122955322,0.016681110486388206,-0.1231028288602829,1.0536110401153564
CartPole-v1,71,1,8,first_candidate,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,8,proxy_tail,18.593156814575195,49.8444709777832,31.251314163208008,5.1397223472595215,0.01579732447862625,-0.10959665477275848,1.1419159173965454
CartPole-v1,71,1,8,feature_calibrated_tail,16.000539779663086,44.82231903076172,28.821779251098633,2.7117221355438232,0.007888555526733398,0.09265900403261185,1.0926735401153564
CartPole-v1,71,1,8,flow_residual_tail,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,8,oracle_tail,62.09766387939453,43.719844818115234,-18.377819061279297,4.0269246101379395,0.010923977941274643,-0.026266908273100853,1.0992933511734009
CartPole-v1,71,1,16,first_candidate,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,16,proxy_tail,16.83269691467285,53.191654205322266,36.35895538330078,7.4465179443359375,0.012355081737041473,-0.24333548545837402,1.1237475872039795
CartPole-v1,71,1,16,feature_calibrated_tail,16.000539779663086,44.82231903076172,28.821779251098633,2.7117221355438232,0.007888555526733398,0.09265900403261185,1.0926735401153564
CartPole-v1,71,1,16,flow_residual_tail,14.261941909790039,48.99911117553711,34.73716735839844,5.806126594543457,0.0031028538942337036,0.1554207056760788,1.0481759309768677
CartPole-v1,71,1,16,oracle_tail,62.09766387939453,43.719844818115234,-18.377819061279297,4.0269246101379395,0.010923977941274643,-0.026266908273100853,1.0992933511734009
CartPole-v1,71,1,32,first_candidate,16.921995162963867,47.59489059448242,30.672895431518555,6.556499004364014,0.00921745877712965,-0.11289509385824203,1.1173206567764282
CartPole-v1,71,1,32,proxy_tail,21.23194694519043,58.025875091552734,36.79393005371094,11.481147766113281,0.014447903260588646,-0.2663668990135193,1.1446290016174316
